player_id,age,gender,region,hours_per_week,preferred_mode,primary_game_genre,plays_with_friends,voice_chat_usage,motivation,favorite_game,spending_per_month_inr,satisfaction_score,likelihood_to_continue
756,26,Male,Europe,10.1,Story Mode,Sports,Yes,Always,Competition,The Witcher 3,1036.0,7.5,Medium
757,28,Male,Asia,7.3,Online Multiplayer,MOBA,Yes,Always,Social Fun,FIFA,828.0,7.7,Medium
758,16,Male,Asia,10.6,Online Multiplayer,Sports,Yes,Sometimes,Competition,The Witcher 3,897.0,7.2,Medium
759,31,Male,Asia,15.0,Online Multiplayer,Sports,Yes,Always,Competition,The Witcher 3,512.0,7.5,Medium
760,28,Male,Europe,14.9,Online Multiplayer,MOBA,No,Never,Competition,FIFA,333.0,4.9,Low
761,27,Female,North America,4.8,Both,Adventure,Yes,Always,Competition,The Witcher 3,1259.0,8.3,High
762,23,Female,Europe,7.6,Story Mode,FPS,Yes,Always,Competition,FIFA,769.0,7.4,Medium
763,29,Male,North America,8.6,Story Mode,RPG,No,Sometimes,Social Fun,FIFA,1063.0,7.0,Medium
764,29,Female,Europe,9.9,Both,RPG,Yes,Always,Social Fun,Minecraft,69.0,7.8,Medium
765,25,Male,Europe,6.5,Story Mode,FPS,No,Never,Social Fun,Minecraft,742.0,5.3,Low
766,30,Male,Asia,7.4,Online Multiplayer,FPS,Yes,Never,Competition,FIFA,323.0,7.9,Medium
767,31,Male,South America,13.5,Online Multiplayer,Sports,Yes,Always,Social Fun,CS:GO,1142.0,9.1,High
768,18,Other,South America,3.7,Both,MOBA,Yes,Always,Competition,GTA V,1398.0,8.2,High
769,15,Male,North America,14.6,Online Multiplayer,MOBA,Yes,Always,Social Fun,CS:GO,1630.0,8.3,High
770,22,Male,South America,9.3,Both,RPG,Yes,Always,Relaxation,FIFA,586.0,9.7,High
771,31,Male,Europe,10.5,Both,FPS,Yes,Sometimes,Story,GTA V,336.0,10.0,High
772,17,Male,Europe,12.5,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,Minecraft,691.0,6.5,Medium
773,34,Male,Asia,1.4,Story Mode,FPS,Yes,Sometimes,Social Fun,GTA V,550.0,6.1,Medium
774,29,Male,Asia,5.2,Both,FPS,Yes,Always,Social Fun,FIFA,1116.0,7.6,Medium
775,29,Male,South America,9.6,Story Mode,FPS,No,Never,Competition,Minecraft,199.0,8.1,High
776,28,Male,North America,8.9,Both,Sports,Yes,Always,Competition,GTA V,23.0,8.5,High
777,28,Male,South America,9.0,Both,Adventure,Yes,Always,Social Fun,GTA V,727.0,9.3,High
778,16,Male,South America,9.3,Online Multiplayer,FPS,Yes,Sometimes,Relaxation,CS:GO,1263.0,7.5,Medium
779,27,Male,South America,14.1,Online Multiplayer,FPS,Yes,Never,Social Fun,GTA V,386.0,5.7,Low
780,28,Male,South America,4.7,Both,RPG,Yes,Always,Competition,FIFA,1325.0,6.4,Medium
781,33,Male,Europe,3.4,Story Mode,FPS,No,Never,Competition,Valorant,1083.0,8.4,High
782,21,Male,North America,16.2,Online Multiplayer,Sports,Yes,Always,Relaxation,Valorant,1673.0,9.3,High
783,17,Male,Europe,6.5,Online Multiplayer,RPG,No,Never,Social Fun,Valorant,499.0,5.7,Low
784,29,Female,North America,3.2,Story Mode,RPG,No,Sometimes,Story,FIFA,97.0,7.3,Medium
785,28,Male,Asia,10.7,Both,RPG,Yes,Always,Relaxation,Valorant,1199.0,8.6,High
786,25,Male,South America,7.8,Both,FPS,No,Sometimes,Social Fun,CS:GO,1040.0,6.0,Medium
787,29,Male,Europe,7.1,Story Mode,Adventure,No,Never,Social Fun,FIFA,1001.0,7.1,Medium
788,27,Male,North America,8.5,Online Multiplayer,Adventure,Yes,Sometimes,Competition,Minecraft,376.0,9.9,High
789,32,Male,Asia,17.8,Online Multiplayer,Adventure,Yes,Always,Relaxation,FIFA,1288.0,9.1,High
790,20,Male,Asia,10.7,Both,FPS,Yes,Always,Relaxation,FIFA,583.0,8.6,High
791,17,Male,South America,14.0,Online Multiplayer,RPG,Yes,Sometimes,Competition,GTA V,1001.0,7.1,Medium
792,33,Male,North America,15.6,Online Multiplayer,RPG,No,Never,Story,GTA V,670.0,6.4,Medium
793,29,Female,Europe,1.0,Online Multiplayer,MOBA,Yes,Sometimes,Social Fun,GTA V,1077.0,8.0,High
794,19,Female,South America,7.9,Story Mode,RPG,No,Never,Social Fun,The Witcher 3,302.0,5.4,Low
795,24,Male,Europe,12.4,Both,RPG,Yes,Never,Story,CS:GO,1150.0,8.1,High
796,21,Male,Asia,16.4,Online Multiplayer,Adventure,Yes,Always,Relaxation,FIFA,1229.0,7.1,Medium
797,31,Female,Europe,20.2,Online Multiplayer,Adventure,Yes,Sometimes,Competition,FIFA,958.0,8.4,High
798,21,Male,Europe,6.8,Story Mode,RPG,No,Never,Relaxation,GTA V,1722.0,7.6,Medium
799,26,Male,South America,3.0,Both,RPG,Yes,Sometimes,Story,FIFA,1004.0,7.5,Medium
800,31,Female,Europe,17.0,Online Multiplayer,RPG,Yes,Always,Relaxation,Minecraft,1359.0,8.3,High
